"X","condition","chain","gen","trial.nr","context","target.meaning","word.produced","innovation","innovationForMeaning","innovation.mutation","guessedMeaning","correctGuess","correctSpikiness","Human","contextString","targetString","estimatedSpikinessRating"
1152,"Comm",3,6,120,"[1, 11, 2, 8, 6, 0]",6,"remuba",FALSE,FALSE,FALSE,6,TRUE,TRUE,TRUE,"SpikyGreen,RoundBlueThick,SpikyBlue,RoundBlue,RoundRed,SpikyRed","RoundRed",3.90612576795521
1153,"Learn",4,1,73,"[4, 5, 9, 10, 1, 3]",4,"doje",TRUE,TRUE,FALSE,5,FALSE,TRUE,TRUE,"SpikyGreenThick,SpikyBlueThick,RoundRedThick,RoundGreenThick,SpikyGreen,SpikyRedThick","SpikyGreenThick",4.10019842867354
1154,"Learn",4,1,74,"[4, 8, 5, 2, 11, 6]",6,"zisa",FALSE,FALSE,FALSE,6,TRUE,TRUE,FALSE,"SpikyGreenThick,RoundBlue,SpikyBlueThick,SpikyBlue,RoundBlueThick,RoundRed","RoundRed",4.09264695507565
1155,"Learn",4,1,75,"[6, 1, 9, 0, 11, 2]",2,"kipe",FALSE,FALSE,FALSE,2,TRUE,TRUE,TRUE,"RoundRed,SpikyGreen,RoundRedThick,SpikyRed,RoundBlueThick,SpikyBlue","SpikyBlue",4.20064380541409
1156,"Learn",4,1,76,"[3, 9, 6, 4, 0, 11]",0,"sitobuna",FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,"SpikyRedThick,RoundRedThick,RoundRed,SpikyGreenThick,SpikyRed,RoundBlueThick","SpikyRed",3.98546576590466
1157,"Learn",4,1,77,"[11, 9, 4, 7, 5, 10]",9,"filudelu",TRUE,TRUE,TRUE,9,TRUE,TRUE,TRUE,"RoundBlueThick,RoundRedThick,SpikyGreenThick,RoundGreen,SpikyBlueThick,RoundGreenThick","RoundRedThick",3.94634881483185
1158,"Learn",4,1,78,"[3, 11, 9, 1, 4, 8]",11,"timajeba",FALSE,FALSE,FALSE,11,TRUE,TRUE,FALSE,"SpikyRedThick,RoundBlueThick,RoundRedThick,SpikyGreen,SpikyGreenThick,RoundBlue","RoundBlueThick",4.11586208495803
1159,"Learn",4,1,79,"[4, 5, 2, 10, 6, 0]",10,"doje",TRUE,TRUE,FALSE,5,FALSE,FALSE,TRUE,"SpikyGreenThick,SpikyBlueThick,SpikyBlue,RoundGreenThick,RoundRed,SpikyRed","RoundGreenThick",4.10019842867354
1160,"Learn",4,1,80,"[3, 0, 11, 4, 10, 8]",8,"fukopo",FALSE,FALSE,FALSE,8,TRUE,TRUE,FALSE,"SpikyRedThick,SpikyRed,RoundBlueThick,SpikyGreenThick,RoundGreenThick,RoundBlue","RoundBlue",4.1164165432323
1161,"Learn",4,1,81,"[2, 4, 7, 11, 10, 0]",7,"tilu",TRUE,TRUE,TRUE,4,FALSE,FALSE,TRUE,"SpikyBlue,SpikyGreenThick,RoundGreen,RoundBlueThick,RoundGreenThick,SpikyRed","RoundGreen",3.98588901757015
1162,"Learn",4,1,82,"[1, 9, 10, 6, 3, 4]",4,"pilu",TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,"SpikyGreen,RoundRedThick,RoundGreenThick,RoundRed,SpikyRedThick,SpikyGreenThick","SpikyGreenThick",3.97601715360259
1163,"Learn",4,1,83,"[8, 7, 2, 9, 6, 3]",6,"zisa",FALSE,FALSE,FALSE,6,TRUE,TRUE,TRUE,"RoundBlue,RoundGreen,SpikyBlue,RoundRedThick,RoundRed,SpikyRedThick","RoundRed",4.09264695507565
1164,"Learn",4,1,84,"[1, 11, 10, 2, 7, 5]",7,"neroro",TRUE,FALSE,FALSE,7,TRUE,TRUE,FALSE,"SpikyGreen,RoundBlueThick,RoundGreenThick,SpikyBlue,RoundGreen,SpikyBlueThick","RoundGreen",3.93578277018949
1165,"Learn",4,1,85,"[9, 5, 8, 10, 0, 6]",8,"kipe",TRUE,TRUE,FALSE,2,FALSE,FALSE,TRUE,"RoundRedThick,SpikyBlueThick,RoundBlue,RoundGreenThick,SpikyRed,RoundRed","RoundBlue",4.20064380541409
1166,"Learn",4,1,86,"[11, 10, 7, 2, 8, 6]",2,"kipe",FALSE,FALSE,FALSE,2,TRUE,TRUE,FALSE,"RoundBlueThick,RoundGreenThick,RoundGreen,SpikyBlue,RoundBlue,RoundRed","SpikyBlue",4.20064380541409
1167,"Learn",4,1,87,"[4, 8, 0, 10, 1, 3]",3,"fukebona",TRUE,TRUE,TRUE,8,FALSE,FALSE,TRUE,"SpikyGreenThick,RoundBlue,SpikyRed,RoundGreenThick,SpikyGreen,SpikyRedThick","SpikyRedThick",4.05304644073779
1168,"Learn",4,1,88,"[4, 8, 3, 6, 1, 7]",1,"tezadu",FALSE,FALSE,FALSE,4,FALSE,TRUE,FALSE,"SpikyGreenThick,RoundBlue,SpikyRedThick,RoundRed,SpikyGreen,RoundGreen","SpikyGreen",4.04399210464237
1169,"Learn",4,1,89,"[0, 4, 7, 5, 9, 10]",0,"temusije",TRUE,TRUE,TRUE,3,FALSE,TRUE,TRUE,"SpikyRed,SpikyGreenThick,RoundGreen,SpikyBlueThick,RoundRedThick,RoundGreenThick","SpikyRed",4.19076328925342
1170,"Learn",4,1,90,"[9, 6, 5, 1, 4, 2]",9,"faludelu",TRUE,FALSE,FALSE,9,TRUE,TRUE,FALSE,"RoundRedThick,RoundRed,SpikyBlueThick,SpikyGreen,SpikyGreenThick,SpikyBlue","RoundRedThick",3.88505132857922
1171,"Learn",4,1,91,"[1, 6, 0, 11, 7, 2]",11,"kipe",TRUE,TRUE,FALSE,2,FALSE,FALSE,TRUE,"SpikyGreen,RoundRed,SpikyRed,RoundBlueThick,RoundGreen,SpikyBlue","RoundBlueThick",4.20064380541409
1172,"Learn",4,1,92,"[5, 11, 0, 2, 7, 9]",5,"doje",FALSE,FALSE,FALSE,11,FALSE,FALSE,FALSE,"SpikyBlueThick,RoundBlueThick,SpikyRed,SpikyBlue,RoundGreen,RoundRedThick","SpikyBlueThick",4.10019842867354
1173,"Learn",4,1,93,"[9, 5, 8, 7, 10, 2]",5,"doje",FALSE,FALSE,FALSE,5,TRUE,TRUE,TRUE,"RoundRedThick,SpikyBlueThick,RoundBlue,RoundGreen,RoundGreenThick,SpikyBlue","SpikyBlueThick",4.10019842867354
1174,"Learn",4,1,94,"[2, 3, 9, 11, 0, 8]",3,"kemusije",TRUE,FALSE,FALSE,3,TRUE,TRUE,FALSE,"SpikyBlue,SpikyRedThick,RoundRedThick,RoundBlueThick,SpikyRed,RoundBlue","SpikyRedThick",4.30139248315776
1175,"Learn",4,1,95,"[7, 3, 10, 2, 9, 1]",1,"pilu",TRUE,TRUE,FALSE,4,FALSE,TRUE,TRUE,"RoundGreen,SpikyRedThick,RoundGreenThick,SpikyBlue,RoundRedThick,SpikyGreen","SpikyGreen",3.97601715360259
1176,"Learn",4,1,96,"[3, 1, 9, 8, 10, 7]",10,"romiba",TRUE,FALSE,FALSE,7,FALSE,TRUE,FALSE,"SpikyRedThick,SpikyGreen,RoundRedThick,RoundBlue,RoundGreenThick,RoundGreen","RoundGreenThick",3.9346603804609
1177,"Learn",4,1,97,"[7, 11, 2, 10, 1, 5]",7,"neroro",FALSE,FALSE,FALSE,7,TRUE,TRUE,TRUE,"RoundGreen,RoundBlueThick,SpikyBlue,RoundGreenThick,SpikyGreen,SpikyBlueThick","RoundGreen",3.93578277018949
1178,"Learn",4,1,98,"[8, 2, 1, 6, 5, 0]",2,"kipe",FALSE,FALSE,FALSE,2,TRUE,TRUE,FALSE,"RoundBlue,SpikyBlue,SpikyGreen,RoundRed,SpikyBlueThick,SpikyRed","SpikyBlue",4.20064380541409
1179,"Learn",4,1,99,"[6, 2, 4, 3, 8, 0]",4,"romiba",TRUE,TRUE,FALSE,10,FALSE,FALSE,TRUE,"RoundRed,SpikyBlue,SpikyGreenThick,SpikyRedThick,RoundBlue,SpikyRed","SpikyGreenThick",3.9346603804609
1180,"Learn",4,1,100,"[7, 1, 4, 9, 8, 5]",7,"neroro",FALSE,FALSE,FALSE,8,FALSE,TRUE,FALSE,"RoundGreen,SpikyGreen,SpikyGreenThick,RoundRedThick,RoundBlue,SpikyBlueThick","RoundGreen",3.93578277018949
1181,"Learn",4,1,101,"[5, 2, 0, 8, 7, 10]",10,"romiba",FALSE,FALSE,FALSE,10,TRUE,TRUE,TRUE,"SpikyBlueThick,SpikyBlue,SpikyRed,RoundBlue,RoundGreen,RoundGreenThick","RoundGreenThick",3.9346603804609
1182,"Learn",4,1,102,"[9, 6, 1, 10, 3, 5]",5,"doje",FALSE,FALSE,FALSE,1,FALSE,TRUE,FALSE,"RoundRedThick,RoundRed,SpikyGreen,RoundGreenThick,SpikyRedThick,SpikyBlueThick","SpikyBlueThick",4.10019842867354
1183,"Learn",4,1,103,"[1, 3, 2, 11, 0, 4]",11,"kopo",TRUE,TRUE,TRUE,8,FALSE,TRUE,TRUE,"SpikyGreen,SpikyRedThick,SpikyBlue,RoundBlueThick,SpikyRed,SpikyGreenThick","RoundBlueThick",4.1155070308146
1184,"Learn",4,1,104,"[8, 10, 11, 3, 4, 7]",10,"romiba",FALSE,FALSE,FALSE,10,TRUE,TRUE,FALSE,"RoundBlue,RoundGreenThick,RoundBlueThick,SpikyRedThick,SpikyGreenThick,RoundGreen","RoundGreenThick",3.9346603804609
1185,"Learn",4,1,105,"[11, 2, 10, 1, 5, 3]",3,"quemusije",TRUE,TRUE,TRUE,3,TRUE,TRUE,TRUE,"RoundBlueThick,SpikyBlue,RoundGreenThick,SpikyGreen,SpikyBlueThick,SpikyRedThick","SpikyRedThick",4.17939041818214
1186,"Learn",4,1,106,"[11, 2, 4, 5, 6, 0]",11,"timajeba",TRUE,FALSE,FALSE,5,FALSE,FALSE,FALSE,"RoundBlueThick,SpikyBlue,SpikyGreenThick,SpikyBlueThick,RoundRed,SpikyRed","RoundBlueThick",4.11586208495803
1187,"Learn",4,1,107,"[7, 11, 5, 1, 8, 0]",8,"kipe",FALSE,TRUE,FALSE,2,FALSE,FALSE,TRUE,"RoundGreen,RoundBlueThick,SpikyBlueThick,SpikyGreen,RoundBlue,SpikyRed","RoundBlue",4.20064380541409
1188,"Learn",4,1,108,"[1, 2, 3, 0, 4, 5]",1,"tezadu",TRUE,FALSE,FALSE,4,FALSE,TRUE,FALSE,"SpikyGreen,SpikyBlue,SpikyRedThick,SpikyRed,SpikyGreenThick,SpikyBlueThick","SpikyGreen",4.04399210464237
1189,"Learn",4,1,109,"[3, 4, 6, 10, 9, 8]",6,"zisa",FALSE,FALSE,FALSE,6,TRUE,TRUE,TRUE,"SpikyRedThick,SpikyGreenThick,RoundRed,RoundGreenThick,RoundRedThick,RoundBlue","RoundRed",4.09264695507565
1190,"Learn",4,1,110,"[2, 6, 10, 4, 8, 3]",4,"pilu",TRUE,FALSE,FALSE,10,FALSE,FALSE,FALSE,"SpikyBlue,RoundRed,RoundGreenThick,SpikyGreenThick,RoundBlue,SpikyRedThick","SpikyGreenThick",3.97601715360259
1191,"Learn",4,1,111,"[1, 5, 7, 2, 4, 6]",2,"kipe",FALSE,FALSE,FALSE,2,TRUE,TRUE,TRUE,"SpikyGreen,SpikyBlueThick,RoundGreen,SpikyBlue,SpikyGreenThick,RoundRed","SpikyBlue",4.20064380541409
1192,"Learn",4,1,112,"[11, 6, 4, 9, 2, 10]",6,"zisa",FALSE,FALSE,FALSE,6,TRUE,TRUE,FALSE,"RoundBlueThick,RoundRed,SpikyGreenThick,RoundRedThick,SpikyBlue,RoundGreenThick","RoundRed",4.09264695507565
1193,"Learn",4,1,113,"[7, 4, 1, 11, 6, 0]",0,"tukebona",TRUE,TRUE,TRUE,0,TRUE,TRUE,TRUE,"RoundGreen,SpikyGreenThick,SpikyGreen,RoundBlueThick,RoundRed,SpikyRed","SpikyRed",4.06545531442391
1194,"Learn",4,1,114,"[6, 7, 10, 5, 8, 2]",8,"fukopo",TRUE,FALSE,FALSE,5,FALSE,FALSE,FALSE,"RoundRed,RoundGreen,RoundGreenThick,SpikyBlueThick,RoundBlue,SpikyBlue","RoundBlue",4.1164165432323
1195,"Learn",4,1,115,"[11, 5, 2, 1, 9, 0]",1,"pilu",TRUE,TRUE,FALSE,4,FALSE,TRUE,TRUE,"RoundBlueThick,SpikyBlueThick,SpikyBlue,SpikyGreen,RoundRedThick,SpikyRed","SpikyGreen",3.97601715360259
1196,"Learn",4,1,116,"[7, 4, 9, 8, 6, 5]",9,"faludelu",FALSE,FALSE,FALSE,9,TRUE,TRUE,FALSE,"RoundGreen,SpikyGreenThick,RoundRedThick,RoundBlue,RoundRed,SpikyBlueThick","RoundRedThick",3.88505132857922
1197,"Learn",4,1,117,"[8, 0, 11, 5, 4, 7]",5,"doze",TRUE,TRUE,TRUE,5,TRUE,TRUE,TRUE,"RoundBlue,SpikyRed,RoundBlueThick,SpikyBlueThick,SpikyGreenThick,RoundGreen","SpikyBlueThick",4.02788982226069
1198,"Learn",4,1,118,"[2, 0, 8, 9, 7, 6]",0,"sitobuna",TRUE,FALSE,FALSE,0,TRUE,TRUE,FALSE,"SpikyBlue,SpikyRed,RoundBlue,RoundRedThick,RoundGreen,RoundRed","SpikyRed",3.98546576590466
1199,"Learn",4,1,119,"[3, 9, 0, 10, 2, 4]",9,"faludelu",FALSE,FALSE,FALSE,9,TRUE,TRUE,TRUE,"SpikyRedThick,RoundRedThick,SpikyRed,RoundGreenThick,SpikyBlue,SpikyGreenThick","RoundRedThick",3.88505132857922
1200,"Learn",4,1,120,"[4, 10, 2, 3, 11, 6]",3,"kemusije",TRUE,FALSE,FALSE,3,TRUE,TRUE,FALSE,"SpikyGreenThick,RoundGreenThick,SpikyBlue,SpikyRedThick,RoundBlueThick,RoundRed","SpikyRedThick",4.30139248315776
1201,"Learn",4,2,73,"[10, 1, 5, 2, 6, 0]",5,"kipe",TRUE,TRUE,FALSE,2,FALSE,TRUE,TRUE,"RoundGreenThick,SpikyGreen,SpikyBlueThick,SpikyBlue,RoundRed,SpikyRed","SpikyBlueThick",4.20064380541409
1202,"Learn",4,2,74,"[7, 4, 1, 2, 10, 0]",10,"romiba",FALSE,FALSE,FALSE,7,FALSE,TRUE,FALSE,"RoundGreen,SpikyGreenThick,SpikyGreen,SpikyBlue,RoundGreenThick,SpikyRed","RoundGreenThick",3.9346603804609
1203,"Learn",4,2,75,"[11, 9, 10, 4, 0, 1]",9,"tuquebana",TRUE,TRUE,TRUE,0,FALSE,FALSE,TRUE,"RoundBlueThick,RoundRedThick,RoundGreenThick,SpikyGreenThick,SpikyRed,SpikyGreen","RoundRedThick",3.95324734718001
1204,"Learn",4,2,76,"[1, 8, 6, 3, 4, 11]",1,"pilu",FALSE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"SpikyGreen,RoundBlue,RoundRed,SpikyRedThick,SpikyGreenThick,RoundBlueThick","SpikyGreen",3.97601715360259
1205,"Learn",4,2,77,"[10, 11, 8, 2, 6, 7]",2,"kopo",TRUE,TRUE,FALSE,11,FALSE,FALSE,TRUE,"RoundGreenThick,RoundBlueThick,RoundBlue,SpikyBlue,RoundRed,RoundGreen","SpikyBlue",4.1155070308146
1206,"Learn",4,2,78,"[0, 3, 11, 10, 2, 9]",0,"tukebona",FALSE,FALSE,FALSE,10,FALSE,FALSE,FALSE,"SpikyRed,SpikyRedThick,RoundBlueThick,RoundGreenThick,SpikyBlue,RoundRedThick","SpikyRed",4.06545531442391
1207,"Learn",4,2,79,"[1, 6, 5, 11, 2, 8]",6,"zisa",FALSE,FALSE,FALSE,6,TRUE,TRUE,TRUE,"SpikyGreen,RoundRed,SpikyBlueThick,RoundBlueThick,SpikyBlue,RoundBlue","RoundRed",4.09264695507565
1208,"Learn",4,2,80,"[3, 7, 5, 4, 1, 11]",4,"romiba",FALSE,FALSE,FALSE,4,TRUE,TRUE,FALSE,"SpikyRedThick,RoundGreen,SpikyBlueThick,SpikyGreenThick,SpikyGreen,RoundBlueThick","SpikyGreenThick",3.9346603804609
1209,"Learn",4,2,81,"[5, 6, 8, 1, 4, 7]",1,"pilu",FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,"SpikyBlueThick,RoundRed,RoundBlue,SpikyGreen,SpikyGreenThick,RoundGreen","SpikyGreen",3.97601715360259
1210,"Learn",4,2,82,"[10, 9, 0, 7, 11, 6]",11,"kopo",FALSE,FALSE,FALSE,11,TRUE,TRUE,FALSE,"RoundGreenThick,RoundRedThick,SpikyRed,RoundGreen,RoundBlueThick,RoundRed","RoundBlueThick",4.1155070308146
1211,"Learn",4,2,83,"[4, 1, 8, 7, 2, 5]",8,"kipe",FALSE,FALSE,FALSE,8,TRUE,TRUE,TRUE,"SpikyGreenThick,SpikyGreen,RoundBlue,RoundGreen,SpikyBlue,SpikyBlueThick","RoundBlue",4.20064380541409
1212,"Learn",4,2,84,"[7, 5, 10, 4, 8, 11]",5,"doze",TRUE,FALSE,FALSE,5,TRUE,TRUE,FALSE,"RoundGreen,SpikyBlueThick,RoundGreenThick,SpikyGreenThick,RoundBlue,RoundBlueThick","SpikyBlueThick",4.02788982226069
1213,"Learn",4,2,85,"[10, 11, 8, 7, 5, 3]",11,"kopo",FALSE,FALSE,FALSE,11,TRUE,TRUE,TRUE,"RoundGreenThick,RoundBlueThick,RoundBlue,RoundGreen,SpikyBlueThick,SpikyRedThick","RoundBlueThick",4.1155070308146
1214,"Learn",4,2,86,"[10, 5, 1, 3, 7, 4]",7,"neroro",FALSE,FALSE,FALSE,7,TRUE,TRUE,FALSE,"RoundGreenThick,SpikyBlueThick,SpikyGreen,SpikyRedThick,RoundGreen,SpikyGreenThick","RoundGreen",3.93578277018949
1215,"Learn",4,2,87,"[4, 9, 7, 5, 0, 2]",7,"neroro",FALSE,FALSE,FALSE,7,TRUE,TRUE,TRUE,"SpikyGreenThick,RoundRedThick,RoundGreen,SpikyBlueThick,SpikyRed,SpikyBlue","RoundGreen",3.93578277018949
1216,"Learn",4,2,88,"[9, 4, 1, 0, 3, 6]",3,"quemusije",FALSE,FALSE,FALSE,3,TRUE,TRUE,FALSE,"RoundRedThick,SpikyGreenThick,SpikyGreen,SpikyRed,SpikyRedThick,RoundRed","SpikyRedThick",4.17939041818214
1217,"Learn",4,2,89,"[7, 4, 11, 9, 10, 2]",4,"piza",TRUE,TRUE,TRUE,1,FALSE,TRUE,TRUE,"RoundGreen,SpikyGreenThick,RoundBlueThick,RoundRedThick,RoundGreenThick,SpikyBlue","SpikyGreenThick",4.08183064185255
1218,"Learn",4,2,90,"[8, 4, 9, 10, 3, 2]",2,"kipe",TRUE,FALSE,FALSE,8,FALSE,FALSE,FALSE,"RoundBlue,SpikyGreenThick,RoundRedThick,RoundGreenThick,SpikyRedThick,SpikyBlue","SpikyBlue",4.20064380541409
1219,"Learn",4,2,91,"[1, 5, 2, 8, 0, 3]",0,"quemusije",TRUE,TRUE,FALSE,3,FALSE,TRUE,TRUE,"SpikyGreen,SpikyBlueThick,SpikyBlue,RoundBlue,SpikyRed,SpikyRedThick","SpikyRed",4.17939041818214
1220,"Learn",4,2,92,"[7, 10, 6, 4, 0, 9]",6,"zisa",FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"RoundGreen,RoundGreenThick,RoundRed,SpikyGreenThick,SpikyRed,RoundRedThick","RoundRed",4.09264695507565
1221,"Learn",4,2,93,"[5, 10, 8, 7, 3, 0]",3,"quemusije",FALSE,FALSE,FALSE,3,TRUE,TRUE,TRUE,"SpikyBlueThick,RoundGreenThick,RoundBlue,RoundGreen,SpikyRedThick,SpikyRed","SpikyRedThick",4.17939041818214
1222,"Learn",4,2,94,"[6, 1, 7, 9, 4, 2]",9,"faludelu",TRUE,FALSE,FALSE,4,FALSE,FALSE,FALSE,"RoundRed,SpikyGreen,RoundGreen,RoundRedThick,SpikyGreenThick,SpikyBlue","RoundRedThick",3.88505132857922
1223,"Learn",4,2,95,"[7, 9, 8, 10, 3, 6]",10,"neroro",TRUE,TRUE,FALSE,7,FALSE,TRUE,TRUE,"RoundGreen,RoundRedThick,RoundBlue,RoundGreenThick,SpikyRedThick,RoundRed","RoundGreenThick",3.93578277018949
1224,"Learn",4,2,96,"[8, 7, 3, 5, 6, 4]",8,"kipe",FALSE,FALSE,FALSE,8,TRUE,TRUE,FALSE,"RoundBlue,RoundGreen,SpikyRedThick,SpikyBlueThick,RoundRed,SpikyGreenThick","RoundBlue",4.20064380541409
1225,"Learn",4,2,97,"[11, 6, 9, 1, 7, 10]",9,"faludelu",FALSE,FALSE,FALSE,9,TRUE,TRUE,TRUE,"RoundBlueThick,RoundRed,RoundRedThick,SpikyGreen,RoundGreen,RoundGreenThick","RoundRedThick",3.88505132857922
1226,"Learn",4,2,98,"[9, 6, 1, 10, 4, 0]",9,"faludelu",FALSE,FALSE,FALSE,9,TRUE,TRUE,FALSE,"RoundRedThick,RoundRed,SpikyGreen,RoundGreenThick,SpikyGreenThick,SpikyRed","RoundRedThick",3.88505132857922
1227,"Learn",4,2,99,"[7, 1, 0, 4, 11, 5]",5,"kipe",TRUE,TRUE,FALSE,2,FALSE,TRUE,TRUE,"RoundGreen,SpikyGreen,SpikyRed,SpikyGreenThick,RoundBlueThick,SpikyBlueThick","SpikyBlueThick",4.20064380541409
1228,"Learn",4,2,100,"[0, 5, 7, 6, 11, 9]",6,"zisa",FALSE,FALSE,FALSE,9,FALSE,TRUE,FALSE,"SpikyRed,SpikyBlueThick,RoundGreen,RoundRed,RoundBlueThick,RoundRedThick","RoundRed",4.09264695507565
1229,"Learn",4,2,101,"[9, 10, 7, 2, 11, 5]",11,"kipe",TRUE,TRUE,FALSE,8,FALSE,TRUE,TRUE,"RoundRedThick,RoundGreenThick,RoundGreen,SpikyBlue,RoundBlueThick,SpikyBlueThick","RoundBlueThick",4.20064380541409
1230,"Learn",4,2,102,"[4, 5, 3, 11, 8, 6]",5,"doze",TRUE,FALSE,FALSE,5,TRUE,TRUE,FALSE,"SpikyGreenThick,SpikyBlueThick,SpikyRedThick,RoundBlueThick,RoundBlue,RoundRed","SpikyBlueThick",4.02788982226069
1231,"Learn",4,2,103,"[3, 2, 5, 0, 4, 10]",3,"quemusije",FALSE,FALSE,FALSE,3,TRUE,TRUE,TRUE,"SpikyRedThick,SpikyBlue,SpikyBlueThick,SpikyRed,SpikyGreenThick,RoundGreenThick","SpikyRedThick",4.17939041818214
1232,"Learn",4,2,104,"[10, 1, 2, 11, 4, 5]",1,"pilu",FALSE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"RoundGreenThick,SpikyGreen,SpikyBlue,RoundBlueThick,SpikyGreenThick,SpikyBlueThick","SpikyGreen",3.97601715360259
1233,"Learn",4,2,105,"[0, 8, 10, 9, 5, 3]",8,"doze",TRUE,TRUE,FALSE,5,FALSE,FALSE,TRUE,"SpikyRed,RoundBlue,RoundGreenThick,RoundRedThick,SpikyBlueThick,SpikyRedThick","RoundBlue",4.02788982226069
1234,"Learn",4,2,106,"[9, 5, 10, 7, 2, 11]",7,"neroro",FALSE,FALSE,FALSE,7,TRUE,TRUE,FALSE,"RoundRedThick,SpikyBlueThick,RoundGreenThick,RoundGreen,SpikyBlue,RoundBlueThick","RoundGreen",3.93578277018949
1235,"Learn",4,2,107,"[0, 1, 7, 10, 8, 6]",10,"paludelu",TRUE,TRUE,TRUE,9,FALSE,TRUE,TRUE,"SpikyRed,SpikyGreen,RoundGreen,RoundGreenThick,RoundBlue,RoundRed","RoundGreenThick",3.8917244692682
1236,"Learn",4,2,108,"[8, 7, 9, 1, 0, 2]",0,"tukebona",TRUE,FALSE,FALSE,0,TRUE,TRUE,FALSE,"RoundBlue,RoundGreen,RoundRedThick,SpikyGreen,SpikyRed,SpikyBlue","SpikyRed",4.06545531442391
1237,"Learn",4,2,109,"[7, 9, 0, 5, 1, 11]",0,"tuquebona",TRUE,TRUE,TRUE,0,TRUE,TRUE,TRUE,"RoundGreen,RoundRedThick,SpikyRed,SpikyBlueThick,SpikyGreen,RoundBlueThick","SpikyRed",3.9453551972758
1238,"Learn",4,2,110,"[7, 11, 8, 3, 4, 10]",10,"romiba",TRUE,FALSE,FALSE,11,FALSE,TRUE,FALSE,"RoundGreen,RoundBlueThick,RoundBlue,SpikyRedThick,SpikyGreenThick,RoundGreenThick","RoundGreenThick",3.9346603804609
1239,"Learn",4,2,111,"[5, 11, 1, 4, 3, 10]",4,"remuru",TRUE,TRUE,TRUE,4,TRUE,TRUE,TRUE,"SpikyBlueThick,RoundBlueThick,SpikyGreen,SpikyGreenThick,SpikyRedThick,RoundGreenThick","SpikyGreenThick",3.96558110468929
1240,"Learn",4,2,112,"[5, 9, 2, 1, 10, 11]",11,"kopo",TRUE,FALSE,FALSE,5,FALSE,FALSE,FALSE,"SpikyBlueThick,RoundRedThick,SpikyBlue,SpikyGreen,RoundGreenThick,RoundBlueThick","RoundBlueThick",4.1155070308146
1241,"Learn",4,2,113,"[6, 2, 10, 4, 3, 1]",1,"lea",TRUE,TRUE,TRUE,0,FALSE,TRUE,TRUE,"RoundRed,SpikyBlue,RoundGreenThick,SpikyGreenThick,SpikyRedThick,SpikyGreen","SpikyGreen",3.93238397647762
1242,"Learn",4,2,114,"[0, 6, 3, 9, 8, 2]",2,"kipe",FALSE,FALSE,FALSE,8,FALSE,FALSE,FALSE,"SpikyRed,RoundRed,SpikyRedThick,RoundRedThick,RoundBlue,SpikyBlue","SpikyBlue",4.20064380541409
1243,"Learn",4,2,115,"[4, 8, 7, 3, 10, 9]",7,"neruru",TRUE,TRUE,TRUE,7,TRUE,TRUE,TRUE,"SpikyGreenThick,RoundBlue,RoundGreen,SpikyRedThick,RoundGreenThick,RoundRedThick","RoundGreen",3.96617917127916
1244,"Learn",4,2,116,"[0, 6, 4, 3, 5, 2]",4,"romiba",TRUE,FALSE,FALSE,6,FALSE,FALSE,FALSE,"SpikyRed,RoundRed,SpikyGreenThick,SpikyRedThick,SpikyBlueThick,SpikyBlue","SpikyGreenThick",3.9346603804609
1245,"Learn",4,2,117,"[2, 6, 0, 7, 4, 11]",6,"romiba",TRUE,TRUE,FALSE,10,FALSE,TRUE,TRUE,"SpikyBlue,RoundRed,SpikyRed,RoundGreen,SpikyGreenThick,RoundBlueThick","RoundRed",3.9346603804609
1246,"Learn",4,2,118,"[3, 9, 11, 1, 7, 0]",3,"quemusije",FALSE,FALSE,FALSE,3,TRUE,TRUE,FALSE,"SpikyRedThick,RoundRedThick,RoundBlueThick,SpikyGreen,RoundGreen,SpikyRed","SpikyRedThick",4.17939041818214
1247,"Learn",4,2,119,"[8, 3, 10, 4, 6, 2]",2,"kipe",FALSE,FALSE,FALSE,2,TRUE,TRUE,TRUE,"RoundBlue,SpikyRedThick,RoundGreenThick,SpikyGreenThick,RoundRed,SpikyBlue","SpikyBlue",4.20064380541409
1248,"Learn",4,2,120,"[4, 0, 5, 8, 2, 7]",8,"kipe",TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,"SpikyGreenThick,SpikyRed,SpikyBlueThick,RoundBlue,SpikyBlue,RoundGreen","RoundBlue",4.20064380541409
1249,"Learn",4,3,73,"[8, 9, 10, 0, 1, 3]",8,"doze",FALSE,FALSE,FALSE,8,TRUE,TRUE,TRUE,"RoundBlue,RoundRedThick,RoundGreenThick,SpikyRed,SpikyGreen,SpikyRedThick","RoundBlue",4.02788982226069
1250,"Learn",4,3,74,"[5, 9, 6, 2, 1, 11]",5,"kipe",FALSE,FALSE,FALSE,5,TRUE,TRUE,FALSE,"SpikyBlueThick,RoundRedThick,RoundRed,SpikyBlue,SpikyGreen,RoundBlueThick","SpikyBlueThick",4.20064380541409
